ID,Points
1,90.6301477378
2,82.0393323589
3,88.9727177464
4,87.4868236791
5,80.456705179
6,88.0616410334
7,87.7618558231
8,87.6352141387
9,87.4079301606
10,91.5884970317
11,90.9073806777
12,92.3332792617
13,89.8826204909
14,94.5273316216
15,90.7414142277
16,89.501894375
17,92.3451908356
18,88.2176943865
19,92.9562286168
20,89.7399818995
21,78.5548135024
22,91.9168056539
23,86.4839358544
24,87.5027242079
25,89.9149141738
26,89.4490860262
27,84.1072145428
28,87.3510163848
29,90.9318845576
30,85.8967437566
31,94.5729164852
32,90.580683587
33,88.864766735
34,85.3179507261
35,84.208005271
36,91.154161116
37,84.2866084584
38,84.983082448
39,87.5403508553
40,91.6682853547
41,85.0512159727
42,88.2121413564
43,89.3424039202
44,83.7356826046
45,91.2445753956
46,88.9649994736
47,89.7497265486
48,86.8127749782
49,86.003653525
50,86.3462575786
51,90.0520595604
52,86.7167143946
53,83.2355735402
54,91.663285203
55,88.5845436484
56,90.7064468316
57,83.3541081169
58,85.1445864524
59,84.3875569864
60,88.2986057377
61,89.5742461319
62,87.4517275295
63,87.9319952426
64,85.3115978393
65,87.2087196126
66,94.1561823795
67,91.1205734211
68,91.0132077758
69,79.3865471773
70,87.5237181859
71,94.5832136061
72,89.8955495819
73,89.4248757592
74,84.2321587013
75,88.1236916334
76,85.0700257327
77,89.8433775889
78,87.9995690585
79,88.2063269737
80,86.459874492
81,89.0913233193
82,88.8949629388
83,83.803311254
84,87.6243578879
85,86.8791747674
86,87.9439948008
87,86.9688976146
88,85.3269802409
89,89.8646463318
90,90.8275353031
91,82.9036244033
92,89.4585422665
93,87.5897066284
94,84.7615290431
95,82.1927029823
96,87.2077832606
97,85.9344105206
98,89.4741472209
99,87.0264477264
100,89.0682188978
101,87.2102011404
102,89.7519501251
103,88.9823651686
104,84.6418968353
105,90.8436487929
106,87.795711759
107,87.6771425455
108,88.0235647679
109,86.4776166859
110,87.8139381833
111,86.5181138484
112,86.6374901554
113,90.2383241918
114,81.2024981285
115,90.0942902251
116,91.1183692624
117,84.3119944741
118,88.4450311611
119,84.9923656235
120,91.7495738306
121,90.9041354509
122,82.2868770874
123,91.8293337231
124,80.1672335323
125,85.3002444409
126,90.5181195485
127,88.4422299341
128,86.7004717364
129,87.208033956
130,89.6557600741
131,90.2536273909
132,90.9554304368
133,85.576013237
134,88.7303469316
135,89.7442067557
136,85.977903176
137,91.4004938552
138,90.6022724927
139,87.5318412023
140,94.4698428716
141,88.6299507221
142,87.6531233939
143,88.8652629193
144,84.0092434327
145,85.7144834408
146,84.0564662701
147,87.4175289216
148,84.9823321027
149,89.2526362961
150,86.303771811
151,88.5651119285
152,85.8717086083
153,81.3835733098
154,88.7563499407
155,90.7248537518
156,91.1395977428
157,89.3197950584
158,90.7845254748
159,88.7242153845
160,88.09478889
161,87.182620343
162,88.6453710173
163,84.2295385186
164,90.4488495916
165,89.8493564572
166,86.9032422896
167,95.0378268978
