ID,Points
1,90.7423702455
2,82.7205167364
3,88.6159247902
4,87.3469855508
5,81.830100234
6,86.8375695898
7,87.1278475189
8,89.3090634856
9,90.0785129196
10,90.8048618425
11,90.7038030482
12,91.7716562437
13,88.9496981024
14,92.1511894939
15,90.2789908808
16,90.2407548389
17,89.6686237942
18,87.5778774615
19,91.8750372185
20,90.1847151744
21,79.9010739891
22,91.6403341882
23,86.7459167519
24,87.3922110871
25,89.3099702428
26,89.1219526097
27,84.3010607281
28,86.0611064079
29,89.394960245
30,84.89112687
31,94.4360100569
32,88.6812345723
33,88.611255595
34,86.1786358449
35,84.3804100454
36,90.5645672854
37,84.6822183456
38,85.6684045679
39,88.2969962575
40,91.6161526958
41,85.683035665
42,87.4908969793
43,88.3617173833
44,84.8313994979
45,90.1944719515
46,88.2077577802
47,89.6013174773
48,86.2884606883
49,86.4043913344
50,85.7997030723
51,90.4471795476
52,87.646848051
53,82.7310668648
54,91.4200023026
55,88.8865350957
56,90.8482361257
57,83.245758691
58,85.7102553785
59,85.1948169355
60,88.3761443206
61,88.2019906826
62,87.1406638099
63,87.9427763933
64,87.2422339438
65,85.7579199512
66,93.9859262953
67,90.0902304016
68,91.6299469041
69,79.5891950859
70,89.1164042018
71,94.2590753493
72,90.2249461059
73,90.3193829099
74,83.9786226489
75,88.7194635737
76,85.256819876
77,89.4646243383
78,88.2310272959
79,89.1320602772
80,85.7031008194
81,90.2453472705
82,88.269405236
83,85.0649407422
84,86.7433702345
85,86.043255881
86,87.3433541487
87,87.0574230428
88,85.6988997917
89,89.793016839
90,90.8540834055
91,84.0122531181
92,90.3077598918
93,85.8442680827
94,83.6904603233
95,83.7687137415
96,87.0965428199
97,86.9674582858
98,88.4307926074
99,87.801707456
100,89.614669481
101,87.3599852427
102,89.9105603583
103,88.3123228239
104,85.5979070859
105,89.8485762642
106,87.9859606389
107,87.6598802818
108,87.4183358662
109,85.9018502971
110,87.1977855651
111,87.0630195088
112,87.1548865694
113,90.0899192145
114,82.2165950742
115,89.3495764662
116,91.8583893402
117,84.6972430859
118,90.0809151054
119,86.3673473733
120,90.5085643317
121,91.7916116004
122,81.6172496353
123,90.9043598059
124,80.6910226109
125,85.6119610787
126,89.1371313243
127,88.2033828816
128,86.433887762
129,86.3561764708
130,89.5183025277
131,90.3389460465
132,90.6102164301
133,85.7085231832
134,89.3839480212
135,90.3620356912
136,86.383416464
137,91.0602714894
138,90.0895193605
139,88.4280036277
140,93.0995701807
141,88.9264032435
142,88.6444502895
143,89.1203417581
144,83.2743533631
145,85.5906337317
146,83.7799609564
147,88.0299919938
148,85.2196778677
149,88.0826269514
150,87.2584992971
151,89.320674472
152,86.6452748073
153,81.7937860842
154,87.5919925939
155,89.7580405431
156,91.1830367053
157,86.704522107
158,91.4168553832
159,88.492776712
160,88.6879633833
161,86.9083417233
162,89.2151399014
163,84.6443088811
164,89.4123872139
165,88.7435795526
166,87.3648457284
167,93.4669977338
168,90.306074548
169,86.4454879046
170,82.2686265415
171,85.3083919124
172,86.4199059088
173,87.3321493316
174,85.8315517466
175,90.4700046545
176,87.4127631383
177,85.468542053
178,88.9566429995
179,92.1330886577
180,87.0720019849
181,89.270619498
182,89.6092213349
183,91.2923325189
184,88.1840961989
185,91.3593552879
186,89.147317947
187,88.177170392
188,84.7834631616
189,88.2743594007
190,88.75593178
191,91.267738331
192,88.5626231447
193,90.806409142
194,90.8835021545
195,85.0929534947
196,88.0354025041
197,88.2294344298
198,85.5811045949
199,86.4816340044
200,91.7912287057
201,87.8337075024
202,83.5070100579
203,88.2948092089
204,91.9070685223
205,87.8019996769
206,87.3085731741
207,85.7271666602
208,85.7635588236
209,90.3614883228
210,89.011639277
211,92.2343183933
212,84.4084056064
213,86.0813121393
214,88.3766400857
215,90.9935002595
216,88.1719146704
217,88.186147839
218,83.1811757165
219,86.4974713867
220,88.2705521727
221,88.3615329706
222,88.6966719368
223,90.0664355355
224,90.5316714353
225,84.4233668974
226,86.6233845516
227,86.202409671
228,88.9974344344
229,87.1769741082
230,84.4295511469
231,88.7880620811
232,91.5771814204
233,84.1893013192
234,89.9813661171
235,84.9735090889
236,92.8088663481
237,82.8370840432
238,89.2899069404
239,89.3269180823
240,91.6661218079
241,89.2780531789
242,85.2172773034
243,87.027083491
244,85.3529816855
245,88.9310734547
246,85.2392663393
247,88.3695053047
248,87.3948783996
249,87.3509945199
250,85.5158570983
251,88.0506570544
252,89.0857793155
253,85.3152935627
254,84.5248559294
255,86.8428890453
256,82.5141891253
257,87.4259477872
258,86.1748588324
259,85.4373757126
260,86.1637384145
261,84.1654450115
262,88.8146237719
263,87.890563998
264,85.2805420002
265,87.3165244602
266,85.7021944724
267,79.276719985
268,84.9893749833
269,87.2387334502
270,88.1979040092
271,83.8978546359
272,84.396366575
273,84.4842772981
274,84.8859396523
275,89.027420863
276,91.1059338419
277,92.9491313749
278,92.7408370392
279,84.892591391
280,84.5506684587
281,87.3380981836
282,83.5524764818
283,83.4207718474
284,81.3000185284
285,87.0799038881
286,83.4335859198
287,89.7532611599
288,85.3780533005
289,87.1595097964
290,91.9556956716
291,90.3192876479
292,91.8983992502
293,87.9273694102
294,86.4969179389
295,81.9397161177
296,85.3855135209
297,86.0052135139
298,88.4547574902
299,91.69496872
300,84.2096399615
301,88.039015181
302,90.8839554467
303,88.5905331652
304,90.7756590987
305,82.2794237428
306,86.0411699924
307,90.6182523391
308,86.3472765805
309,95.2800736351
310,84.9038459667
311,91.3781344125
312,87.4108389761
313,87.3559470853
314,87.9039856651
315,95.0833016311
316,91.182697684
317,85.2412108019
318,84.8184815882
319,88.3323578813
320,97.7401713855
321,86.5986254822
322,86.8650077436
323,85.8529393722
324,86.4174347418
325,90.5987379166
326,91.370931403
327,88.2711834361
328,87.8965897541
329,91.6451317462
330,84.3654139124
331,88.5782775527
332,87.8428977444
333,84.6274099443
334,90.8271096085
335,87.6330153615
336,90.7104491004
337,88.7055015407
338,88.7909063894
339,86.6149280301
340,90.2001128701
341,84.7439355239
342,86.2325914954
343,90.7196629788
344,90.3321022029
345,90.4116405057
346,85.4830783536
347,89.3490562612
348,88.4328862047
349,86.9382909577
350,85.2986534382
351,86.1022551234
352,85.8070635729
353,83.6291784054
354,87.3491338259
355,83.0915681322
356,87.3123324883
357,88.6981817949
358,87.7416039301
359,85.4505743437
360,85.9343238996
361,89.9842819195
362,87.7752691613
363,88.6309125333
364,85.9606390231
365,82.5864061553
366,89.4100389275
367,86.9541767728
368,88.5468166806
369,87.685539382
370,86.5936483097
371,88.5930790123
372,89.8369226416
373,88.2707759931
374,87.8021953851
375,89.1359778855
376,86.4343981197
377,91.4271626798
378,88.5441441358
379,86.7690762789
380,82.7805482924
381,90.670997329
382,88.516528737
383,89.6744729071
384,90.1870383249
385,88.432269489
386,86.3984202723
387,85.1036327048
388,88.8929173717
389,91.1345366385
390,90.6703075971
391,90.1330199865
392,89.6444510086
393,89.8769844122
394,88.3107583441
395,86.8574200795
396,80.3928812856
397,86.6489053716
398,86.3490413098
399,87.3415456352
400,90.0766586996
401,89.4075134068
402,83.2213126658
403,88.5878490145
404,89.3986639244
405,88.4053097323
406,87.362206029
407,89.1540982303
408,84.3611191232
409,87.7486173835
410,88.6279903356
411,84.7737430983
412,91.3885115623
413,90.2982482043
414,93.9400863952
415,86.1033023901
416,83.8735610678
417,86.5766544678
418,88.8366559954
419,88.3362150094
420,91.2201204012
421,88.7317712608
422,84.1388997668
423,90.5077043064
424,84.0117205062
425,85.6428974391
426,85.2035520677
427,86.6682569587
428,83.7691562934
429,86.5782297873
430,90.7516807476
431,90.5898564469
432,82.5948979884
433,80.4330611287
434,86.7829652011
435,91.27636565
436,92.6494585208
437,92.6151661235
438,87.6216200426
439,86.9669740356
440,84.4233198106
441,89.1401695073
442,91.5776879755
443,87.5349789653
444,88.6291229032
445,87.6293297774
446,86.3396748252
447,87.4944151122
448,84.6460992929
449,87.4125758501
450,94.6688496308
451,95.1993483007
452,94.0793615598
453,85.6859272678
454,84.9235641279
455,88.2379246394
456,89.436183619
457,89.9474149725
458,84.9848565543
459,87.6819042608
460,96.9498643914
461,88.2726398981
462,91.3202723924
463,90.0639024174
464,91.2417294744
465,88.2041730869
466,89.7947685539
467,88.0355815857
468,90.7931894185
469,90.771141607
470,88.6195310733
471,84.7319305
472,85.7500320765
473,90.5059889102
474,83.4483435135
475,87.9538833812
476,90.2062691399
477,86.7957748281
478,87.7789348047
479,90.5834800013
480,86.1736777991
481,85.7068256292
482,90.7940092913
483,90.1511534484
484,87.8008364851
485,89.3531537367
486,89.1625056187
487,90.9202522438
488,87.3882289758
489,89.2150874435
490,88.2562086373
491,82.6127527803
492,86.1814987484
493,93.2151549967
494,85.8117013342
495,85.0518567726
496,87.1479852373
497,88.797299855
498,90.8952977438
499,87.4523678791
