ID,Points
1,90.6426645703
2,82.701008706
3,88.6807999333
4,87.4138360294
5,81.7488281818
6,87.0148156582
7,87.154246551
8,89.1623167429
9,89.7263782903
10,91.1211534052
11,90.8479213167
12,91.6642903862
13,89.1047145411
14,92.2768585496
15,90.1721214205
16,90.2163095778
17,90.2156496137
18,87.7148993777
19,92.5463120298
20,90.2737880514
21,79.8364703984
22,91.6506929441
23,86.7005901079
24,87.3876295437
25,89.2295735479
26,89.1754310222
27,84.3182441522
28,86.1893982369
29,89.4357160413
30,84.9973606943
31,94.2358174607
32,88.8410977588
33,88.2906557261
34,86.1430380126
35,83.9138159662
36,90.7458690015
37,84.4516213937
38,85.6017973053
39,87.9984591218
40,91.7013414747
41,85.6058212677
42,87.3934782265
43,88.6954170398
44,84.8118203368
45,90.0287838283
46,88.1762221587
47,89.8231823019
48,86.3568611303
49,86.0587670903
50,85.6683165067
51,90.5305850984
52,87.3838398094
53,82.7008869428
54,91.514526173
55,89.0370733432
56,90.7608431869
57,83.4305369153
58,85.5448715588
59,85.1545708909
60,88.2633185937
61,88.1561104374
62,87.2738469614
63,87.9621274473
64,86.955216695
65,85.9145016644
66,94.0264544681
67,90.2597958601
68,91.4860122246
69,79.4745639723
70,88.9066508739
71,94.2779234781
72,89.9933075957
73,90.1455698132
74,83.7499894242
75,88.5244096867
76,85.1829059691
77,89.7130886502
78,88.1291857273
79,89.0326082233
80,85.560314897
81,89.9988172093
82,88.0592636668
83,84.7372934503
84,86.8256938755
85,86.2266064442
86,87.3487346369
87,87.0946714095
88,85.6851964669
89,89.7316636148
90,90.9751159696
91,83.9920631278
92,90.2997021206
93,86.4039914591
94,83.8045337222
95,83.8175343251
96,87.1558751755
97,86.9435465639
98,88.669470951
99,87.6509316887
100,89.3352477477
101,87.2810581387
102,89.9871996561
103,88.3906092609
104,85.6804610015
105,90.0647158837
106,87.811888011
107,87.4843281156
108,87.3422431419
109,85.9770546338
110,87.1564741509
111,86.7419553293
112,87.0363169697
113,90.0686594675
114,82.2642792076
115,89.6401909086
116,91.8078775533
117,84.6252582914
118,89.9946020706
119,86.1154788777
120,90.8230863899
121,91.6086297938
122,81.7417122248
123,90.8325254513
124,80.5656797482
125,85.5857289539
126,89.2382491424
127,88.3889972082
128,86.3730922703
129,86.710364187
130,89.6177103496
131,90.3670168903
132,90.6409244598
133,85.8798976733
134,89.3841192121
135,90.2165187448
136,86.1134583315
137,90.9865312671
138,89.9709345854
139,88.3769196854
140,93.2757900239
141,88.6577057048
142,88.1969766227
143,89.2352583762
144,83.5067459494
145,85.5481660464
146,83.8197239324
147,87.910402073
148,85.1649118705
149,88.3362495411
150,87.0566593311
151,89.1385754087
152,86.6455635596
153,81.7928253169
154,87.8261276658
155,89.9145516535
156,91.2508540457
157,87.1764697045
158,91.3663251133
159,88.366689146
160,88.6662657947
161,87.0019943167
162,88.9159707979
163,84.6772687073
164,89.4880654562
165,89.0103034104
166,87.3172296898
167,93.423087213
168,90.2867891963
169,86.3512029048
170,82.6214237902
171,85.5068180032
172,86.38444989
173,87.5200574824
174,85.7449792092
175,90.5737909059
176,87.2394766405
177,85.1848626006
178,88.6701895418
179,92.2083229596
180,86.8874500749
181,88.9316565633
182,89.348256844
183,91.2975048195
184,88.2313484433
185,91.3792426644
186,89.2262355777
187,88.4391163581
188,84.7525155827
189,88.1988577799
190,88.6481481432
191,91.4196353291
192,88.7560731194
193,90.5885104646
194,90.955359643
195,84.8603133708
196,88.0771477157
197,88.2653206713
198,85.4376528181
199,86.5512399902
200,91.5243043792
201,87.4071615409
202,83.5050184797
203,88.3172460765
204,91.9559687207
205,87.8779298379
206,87.4478666619
207,85.6605624453
208,85.9519946048
209,90.6597815741
210,89.0546014709
211,92.3897887122
212,84.4423030207
213,86.3254446499
214,88.3828695985
215,90.7322124576
216,88.1571095469
217,88.3712876265
218,83.1225627047
219,86.4530269388
220,88.1253768623
221,88.4561158814
222,88.7065375161
223,90.2331469292
224,90.5857865978
225,84.3876361982
226,86.7146063197
227,86.1831824388
228,89.005798247
229,87.2371361889
230,84.1937864797
231,88.6061920878
232,91.6247963599
233,83.9877845847
234,89.8699720616
235,84.4859843032
236,92.9926492895
237,82.7235596217
238,89.6996048271
239,89.1726242976
240,91.8975769954
241,89.2103197756
242,85.1972671311
243,86.9507756525
244,85.3575511104
245,88.5567286498
246,85.3367288534
247,88.4755083125
248,87.3351768125
249,87.0658178185
250,85.296355136
251,88.022671196
252,88.8747880261
253,85.3072426693
254,84.4859408433
255,86.7595359253
256,82.4892641297
257,87.3665463344
258,86.3498643495
259,85.3218103657
260,86.3927341419
261,84.2749659094
262,89.0748846368
263,88.0766707988
264,84.9231910057
265,87.5126990744
266,85.7944776382
267,79.2044709901
268,84.8694147597
269,87.2820393008
270,88.0904395387
271,84.0433382362
272,84.4911612825
273,84.4820591708
274,84.4808009692
275,89.004537401
276,91.2448887652
277,92.7493495333
278,92.6670447589
279,84.8895458998
280,84.5072407346
281,87.5542650858
282,83.2587202701
283,83.6595682163
284,81.3437565749
285,87.1731363155
286,83.2441946392
287,89.8098970794
288,85.2518016057
289,86.9335085488
290,92.0240779539
291,89.976840799
292,91.4049146759
293,87.8133834034
294,86.4503731305
295,81.976366932
296,85.3987207082
297,86.1536483733
298,88.703465147
299,91.5866555844
300,84.0473021431
301,88.0974674171
302,91.0473244246
303,88.8339542093
304,90.5464311198
305,82.4968524039
306,85.8446013654
307,90.5574662347
308,86.2258722176
309,95.398778228
310,84.9202150605
311,91.4082136226
312,87.635066898
313,87.0942458326
314,87.7007819167
315,95.4663076176
316,91.1260393443
317,85.2794571233
318,84.6925155662
319,88.2029950142
320,98.1006311362
321,86.641334577
322,86.8851363328
323,85.9902993386
324,86.2063664757
325,90.6817729963
326,91.4073105255
327,88.3589446062
